Name,Current price,Change(%),Open,High,Low,Volume
BV FINANCIAL INC.,15.1,10.98,15.12,15.25,15.1,53395
AEYE INC.,1.23,10.81,1.21,1.25,1.2,53381
EUDA HEALTH HOLDINGS,3.9,1.83,3.8,4.0,3.65,53146
PRESTIGE WEALTH INC.,0.765,5.96,0.724,0.78,0.722,52930
TIVIC HEALTH SYSTEMS INC.,0.2301,13.32,0.231,0.2335,0.2253,52745
PRESIDIO PROPERTY TRUST INC.,0.665,15.0,0.7,0.73,0.6625,52712
INTELLICHECK INC.,2.02,1.0,1.99,2.1,1.99,52626
INOTIV INC.,1.76,14.35,1.83,1.84,1.76,52447
LEXARIA BIOSCIENCE,3.06,11.29,3.12,3.15,2.97,52268
THE HACKETT GROUP INC.,25.76,0.27,25.82,26.06,25.68,52075
ASTEC INDUSTRIES INC.,32.2,0.81,31.87,32.26,31.71,52047
U.S. GOLDMINING INC.,10.04,13.28,10.3,10.71,9.6,52004
DIGIMARC CORP.,29.59,1.44,29.23,29.67,28.8,51918
INHIBRX BIOSCIENCES INC.,15.5,10.9,15.65,15.8,15.49,51827
XCHG LTD.,13.61,3.18,13.13,14.29,13.13,51576
FORTUNE RISE ACQUISITION,11.4,10.09,11.41,11.42,11.4,51303
PEAPACK-GLADSTONE FINANCIAL,29.3,2.34,28.65,29.4,28.25,51293
INNOVATIVE SOLUTIONS AND SUPPORT,7.13,10.42,7.2,7.2,7.05,51209
PRECISION BIOSCIENCES INC.,8.91,10.11,8.95,9.13,8.82,51192
CARTER BANKSHARES INC.,17.97,1.24,17.69,18.07,17.69,51178
SOUTHSIDE BANCSHARES INC.,33.39,0.75,33.13,33.63,32.97,51172
UNITED STATES LIME & MINERALS,101.35,10.45,101.81,102.3,100.11,51045
ASURE SOFTWARE INC,8.58,0.59,8.54,8.7,8.36,50986
MAIDEN HOLDINGS LTD.,1.72,10.58,1.71,1.79,1.68,50771
FATHOM HOLDINGS INC.,2.65,1.15,2.58,2.8,2.5,50752
BUSINESS FIRST BANCSHARES INC.,25.51,1.15,25.23,25.68,25.09,50639
TIPTREE INC.,19.99,0.35,19.88,20.06,19.88,50507
CONTINEUM THERAPEUTICS INC.,16.46,12.14,17.07,17.07,16.33,50440
DATCHAT INC.,1.32,1.54,1.29,1.34,1.26,50417
EQUILLIUM INC.,0.8706,15.37,0.9298,0.9299,0.8501,50237
SOUTH PLAINS FINANCIAL INC.,34.09,0.41,33.94,34.39,33.55,50192
EGAIN CORP.,4.87,11.42,4.94,4.99,4.82,50188
BLUE OCEAN ACQUISITION CORP,11.47,0.0,11.48,11.48,11.47,50161
DT CLOUD STAR ACQUISITION,10.0,0.0,10.01,10.01,10.0,50100
SONDER HOLDINGS INC.,3.69,0.27,3.65,3.99,3.54,50047
SKILLFUL CRAFTSMAN EDUCATION TECHNOLOGY,1.01,10.98,1.01,1.05,1.01,49978
AUDIOEYE INC.,23.47,0.77,23.46,23.64,23.07,49713
60 DEGREES PHARMACEUTICALS,0.96,15.88,1.02,1.022,0.9161,49603
MIDDLESEX WATER CO.,64.59,2.17,63.47,65.69,63.47,49583
BLUE HAT INTERACTIVE ENTERTAINMENT TECH,0.32,12.65,0.33,0.35,0.3108,49540
NATIONAL RESEARCH,19.04,0.95,18.89,19.18,18.71,49509
ONCONETIX INC.,6.2,4.38,5.83,6.2,5.81,49336
PERFORMANT FINANCIAL,3.66,10.54,3.68,3.7,3.6,49235
MGE ENERGY INC.,90.7,0.2,90.75,91.39,90.25,49023
UNITY BIOTECHNOLOGY INC.,1.46,12.67,1.51,1.51,1.46,49021
HOMETRUST BANCSHARES INC.,34.15,10.06,34.16,34.4,33.83,48928
LUOKUNG TECHNOLOGY CORP,1.98,3.13,1.91,2.21,1.91,48789
ZW DATA ACTION TECHNOLOGIES,1.86,17.92,1.94,2.04,1.77,48739
COLLIERS INTERNATIONAL GROUP,149.75,0.05,149.83,150.24,148.63,48720
AUDIOCODES,9.55,0.0,9.56,9.68,9.52,48696
ENVOY MEDICAL INC.,2.44,18.61,2.61,2.86,2.32,48549
VALLEY NATIONAL BANCORP 8.250% FIXED-RA,26.19,10.95,25.91,26.33,25.8,48387
INSPIRED ENTERTAINMENT INC.,9.02,10.44,9.08,9.09,8.94,48312
ESHALLGO INC.,2.49,27.04,2.02,2.49,2.02,48298
BITCOIN DEPOT INC.,1.52,1.33,1.5,1.54,1.5,48297
PERMA-PIPE INTERNATIONAL HLD.,13.4,10.3,13.44,13.69,13.15,48228
IPERIONX LTD.,24.65,10.44,24.75,25.5,23.48,48167
LIBERTY MEDIA CORP.,72.88,0.52,72.77,73.22,72.61,48136
NORTHEAST BANK,83.62,4.51,80.9,86.16,80.9,47994
LEMAITRE VASCULAR INC.,92.14,1.71,90.73,92.39,90.43,47958
MULTIMETAVERSE HOLDINGS,0.4566,13.87,0.475,0.4889,0.4422,47885
DOUBLEDOWN INTERACTIVE CO.,14.71,3.52,14.26,14.94,14.1,47810
PATRIA LATIN AMERICAN OPPORTUNITY ACQUI,11.61,0.09,11.61,11.61,11.6,47706
ZK INTERNATIONAL GROUP CO. LTD ORD.,0.51,1.8,0.5,0.544,0.4803,47684
374WATER INC.,1.48,11.33,1.53,1.58,1.46,47567
TELA BIO INC.,2.49,2.05,2.47,2.51,2.42,47500
BETTER HOME & FINANCE HOLDING CO.,15.41,13.93,16.62,16.62,15.31,47416
ORGENESIS INC.,3.21,114.4,3.69,3.71,3.03,47354
OP BANCORP,13.12,1.0,12.98,13.32,12.96,47267
ENVERIC BIOSCIENCES INC.,0.412,11.9,0.43,0.431,0.41,47227
B. RILEY FINANCIAL,17.31,16.17,16.05,17.8,16.05,47131
ONCTERNAL THERAPEUTICS INC.,1.05,16.25,1.14,1.14,1.05,47110
LIFETIME BRANDS INC.,6.21,0.98,6.16,6.26,6.07,47007
CAMDEN NATIONAL,41.55,0.31,41.5,42.05,41.19,46997
GENFIT S.A. ADS,6.11,0.83,5.99,6.13,5.85,46936
QUANTUM CORP.,3.85,13.91,3.38,3.98,3.24,46881
LIFEWAY FOODS INC.,26.58,10.19,26.82,26.91,26.54,46769
BANK7 CORP.,39.91,10.25,40.32,40.45,39.81,46608
BANK OF MARIN BANCORP,21.8,10.05,21.8,22.12,21.54,46490
FERROVIAL SE,41.24,0.61,41.32,41.38,41.1,46433
ARTERIS INC.,7.51,10.92,7.57,7.66,7.49,46342
HOMESTREET INC.,15.06,11.5,15.32,15.35,15.06,46285
RCM TECHNOLOGIES INC.,20.89,0.0,20.67,20.89,20.58,46193
CHIMERIX INC.,0.895,0.56,0.8702,0.9,0.8702,46089
UPEXI INC.,2.5,14.58,2.58,2.67,2.45,46036
SALARIUS PHARMACEUTICALS INC.,1.29,19.15,1.46,1.46,1.26,45714
THE RMR GROUP INC.,25.15,11.18,25.4,25.4,25.08,45688
FARMER BROTHERS CO.,1.93,0.0,1.99,2.03,1.9,45635
SKY QUARRY INC.,3.42,14.47,3.6,3.89,3.19,45627
BRP INC.,58.54,0.22,58.14,58.79,57.86,45300
J & J SNACK FOODS,167.81,0.1,167.63,169.0,167.17,45263
ECARX HOLDINGS INC.,1.77,13.28,1.81,1.81,1.73,45204
GREENPOWER MOTOR CO.,1.24,10.8,1.23,1.28,1.2,45079
ALLBIRDS INC.,10.24,12.75,10.59,10.64,10.21,45051
GRUPO AEROPORTUARIO DEL CENTRO NORTE S.,68.68,0.32,68.3,69.22,67.72,45050
INFORMATION SERVICES GROUP,3.16,10.32,3.15,3.18,3.14,45020
BANK OZK 4.625% SERIES A NON-CUMULATIVE,19.29,1.74,19.07,19.39,19.02,44948
INNOVATIVE EYEWEAR INC.,7.71,14.46,7.95,7.95,7.55,44926
OFS CAPITAL CORP.,8.11,11.58,8.25,8.26,8.1,44824
BRIGHTHOUSE FINANCIAL,20.91,0.58,20.68,20.95,20.53,44780
BRIDGER AEROSPACE GROUP HLD.,2.13,10.47,2.17,2.17,2.01,44773
SMART SHARE GLOBAL,0.76,0.13,0.7346,0.809,0.73,44637
INTERCURE,1.71,16.56,1.7,1.78,1.69,44624
BRILLIANT EARTH GROUP INC.,1.86,12.62,1.93,1.93,1.85,44591
LULU S FASHION LOUNGE HLD.,1.43,110.63,1.58,1.65,1.42,44554
CERVOMED INC.,13.75,1.85,13.5,14.79,13.03,44541
NN INC.,3.97,3.39,3.84,3.99,3.82,44503
RBB BANCORP,23.58,1.16,23.27,23.6,23.05,44305
WALDENCAST PLC ORD.,3.32,0.0,3.23,3.37,3.23,44208
CENTURY CASINOS INC.,2.69,1.13,2.65,2.73,2.6,44067
ULTRALIFE CORP.,9.0,11.75,9.11,9.25,8.92,43948
ADS-TEC ENERGY PLC,13.5,1.89,13.07,13.52,12.82,43783
KIRKLAND S INC.,2.02,11.94,2.06,2.06,2.01,43763
CCSC TECHNOLOGY INTERNATIONAL HLD.,1.62,10.2,1.52,1.66,1.52,43747
FORESIGHT AUTONOMOUS HLD.,0.6526,2.37,0.65,0.68,0.64,43726
CODERE ONLINE LUXEMBOURG S.A.,8.43,10.94,8.6,8.6,8.24,43349
BIOAFFINITY TECHNOLOGIES INC.,1.87,12.09,2.04,2.04,1.84,43201
REGENCELL BIOSCIENCE HLD.,5.57,111.02,6.18,6.32,5.57,43181
QCR HOLDINGS INC.,78.19,0.46,77.91,78.57,77.06,43150
RICHARDSON ELECTRONICS,13.14,13.38,13.49,13.49,13.01,42958
HUADI INTERNATIONAL GROUP CO.,2.45,3.38,2.25,2.47,2.25,42944
MDXHEALTH SA,2.02,1.0,2.0,2.05,2.0,42937
FITELL CORP.,16.54,12.01,16.83,17.1,16.15,42926
LQR HOUSE INC.,0.49,1.55,0.47,0.4901,0.45,42866
VYNE THERAPEUTICS INC.,2.01,5.24,1.93,2.09,1.85,42788
GULF RESOURCES INC.,0.8718,16.48,0.9,0.97,0.86,42765
DISTRIBUTION SOLUTIONS GROUP,40.12,0.98,39.98,40.35,39.8,42746
PROCAPS GROUP S.A.,1.99,8.74,1.81,2.0,1.77,42730
QUINCE THERAPEUTICS INC.,0.79,13.83,0.718,0.8,0.7155,42699
BUKIT JALIL GLOBAL ACQUISITION 1,10.99,0.0,10.91,10.99,10.91,42591
WHITEHORSE FINANCE,11.57,0.17,11.55,11.63,11.51,42468
EUROSEAS LTD.,43.13,10.39,43.5,43.55,42.11,42368
EDAP TMS S.A. ADS,2.7,3.05,2.66,2.7,2.58,42343
PORTAGE BIOTECH INC.,7.39,4.38,7.05,7.45,6.7,42309
IBEX LTD.,19.23,10.47,19.34,19.51,19.23,42168
PLURI INC.,4.96,8.53,4.65,5.19,4.6,42100
GREENLIGHT REINSURANCE,13.79,10.14,13.78,13.82,13.74,42090
UNIVERSAL ELECTRONICS INC.,8.44,2.55,8.15,8.48,8.15,42039
UNITY BANCORP INC.,37.72,7.37,36.0,38.1,35.76,41864
SATELLOGIC INC.,0.985,11.5,1.0,1.01,0.97,41783
ITURAN LOCATION AND CONTROL,26.87,0.04,26.75,26.91,26.69,41622
ESTRELLA IMMUNOPHARMA INC.,0.84,0.24,0.856,0.899,0.82,41487
CENNTRO INC.,1.19,1.71,1.16,1.19,1.16,41383
WINTRUST FINANCIAL,25.08,0.04,25.07,25.1,25.07,41305
ORGANOVO HOLDINGS INC.,0.4268,14.52,0.4334,0.4599,0.4268,41304
TILE SHOP HOLDINGS INC.,6.65,2.15,6.52,6.67,6.41,41286
DYADIC INTERNATIONAL INC.,1.05,16.25,1.08,1.17,1.01,41279
LSI INDUSTRIES INC.,16.56,11.02,16.74,16.77,16.56,41259
BURKE & HERBERT FINANCIAL SERVICES,60.72,1.13,60.11,60.77,59.92,41183
CO-DIAGNOSTICS INC.,1.32,3.13,1.27,1.35,1.27,41164
PROFOUND MEDICAL,7.8,1.43,7.7,7.84,7.58,41089
TRISALUS LIFE SCIENCES INC.,4.34,2.36,4.19,4.58,4.19,41075
ARTIVA BIOTHERAPEUTICS INC.,14.29,15.36,15.29,15.29,14.22,41054
SAIHEAT LTD.,0.5503,16.49,0.5885,0.6,0.5351,40996
AGAPE ATP CORP.,1.74,5.45,1.67,1.75,1.65,40995
CHINA AUTOMOTIVE SYSTEMS INC.,4.4,12.65,4.47,4.51,4.3,40968
OPTHEA LTD.,4.9,14.48,5.38,5.45,4.7,40909
EXELA TECHNOLOGIES INC.,2.07,1.47,2.06,2.1,2.02,40907
PREFERRED BANK,82.57,0.38,82.18,82.67,81.74,40821
BOXLIGHT CORP.,0.4459,12.51,0.458,0.465,0.4419,40659
CUMULUS MEDIA INC.,1.33,12.21,1.39,1.43,1.3,40588
JAKKS PACIFIC INC.,25.62,13.47,26.75,26.75,25.37,40339
BANCFIRST CORP.,107.14,0.52,106.72,107.73,106.06,40324
NUTEX HEALTH INC.,19.3,12.48,20.0,20.45,18.45,40108
FORRESTER RESEARCH INC.,16.01,11.17,16.2,16.2,15.92,39986
FARO TECHNOLOGIES INC.,18.12,10.82,18.29,18.31,18.04,39862
BRIGHTSPRING HEALTH SERVICES,58.75,1.59,57.75,59.21,57.75,39793
ARB IOT GROUP LTD.,0.2541,10.31,0.2549,0.266,0.241,39757
VACASA INC.,2.55,11.16,2.61,2.66,2.54,39709
ANGHAMI INC.,0.799,13.68,0.771,0.7997,0.741,39651
ALPINE 4 HOLDINGS INC.,0.3331,12.6,0.34,0.342,0.33,39500
RETO ECO-SOLUTIONS,1.15,12.54,1.17,1.19,1.13,39462
RECON TECHNOLOGY,3.45,7.81,3.15,3.7,3.15,39345
FIRST MID BANCSHARES INC.,38.8,0.99,38.4,39.08,38.22,39319
CARECLOUD INC.,2.45,3.38,2.4,2.53,2.37,39312
YY GROUP HOLDING,1.17,0.0,1.12,1.25,1.12,39207
ATERIAN INC.,3.06,6.25,2.88,3.14,2.87,39177
FENNEC PHARMACEUTICALS INC.,4.54,2.71,4.37,4.59,4.35,39084
LOBO EV TECHNOLOGIES,2.63,14.36,2.75,2.85,2.12,39071
HURON CONSULTING GROUP INC.,106.89,0.26,106.33,107.25,106.14,39025
HEALTHCARE TRIANGLE INC.,0.411,13.07,0.43,0.45,0.405,38987
SUNRISE REALTY TRUST INC.,14.84,10.54,14.8,15.0,14.36,38950
OCUPHIRE PHARMA INC.,1.25,2.46,1.22,1.26,1.21,38890
KORRO BIO INC.,39.25,1.5,38.48,39.53,37.35,38887
THE HERZFELD CARIBBEAN BASIN FUND,2.33,0.43,2.3,2.33,2.3,38821
GLOBAL ENGINE GROUP HOLDING,4.52,10.88,4.6,4.69,4.19,38752
ELECTRA BATTERY MATERIALS,0.6326,2.03,0.62,0.6473,0.6167,38458
ROADZEN INC.,0.9,0.0,0.8642,0.915,0.863,38406
CAVCO INDUSTRIES INC.,435.07,3.06,422.62,436.37,422.62,38366
JX LUXVENTURE LTD.,1.83,12.66,1.86,1.93,1.81,38294
AMPLITECH GROUP INC.,0.8701,8.74,0.828,0.8769,0.82,38191
MIDLAND STATES BANCORP INC.,22.88,0.44,22.8,23.1,22.55,38167
QUOIN PHARMACEUTICALS,0.51,11.94,0.52,0.5299,0.5001,38079
FENBO HOLDINGS LTD.,3.72,10.27,3.41,3.88,3.41,38070
ERAYAK POWER SOLUTION GROUP,0.805,11.98,0.73,0.8139,0.7272,38036
GENETIC TECHNOLOGIES LTD ADS,0.7501,0.01,0.8295,0.8295,0.7,38000
PREDICTIVE ONCOLOGY INC.,0.6149,0.1,0.63,0.63,0.601,37921
QUANTUM BIOPHARMA,4.82,3.66,4.65,4.85,4.43,37918
CHICAGO ATLANTIC BDC INC.,13.23,3.36,12.85,13.38,12.79,37809
ZOOZ POWER,2.44,17.58,2.57,2.57,2.43,37642
FORWARD INDUSTRIES INC.,3.55,12.2,3.69,3.7,3.5,37376
BIOTE CORP.,5.2,11.14,5.26,5.33,5.18,37371
SPROTT FOCUS TRUST,7.73,0.13,7.71,7.75,7.71,37331
PONCE FINANCIAL GROUP INC.,11.37,10.61,11.46,11.55,11.34,37324
IRADIMED CORP.,50.37,10.08,50.13,50.47,49.81,37035
GRAVITY CO. LTD. ADS,58.9,11.47,59.74,60.67,58.72,37031
OHMYHOME LTD.,0.429,0.63,0.4263,0.4499,0.411,36947
TRUBRIDGE INC.,12.72,11.62,12.86,12.89,12.65,36826
ALSET INC.,1.58,6.76,1.55,1.64,1.55,36789
ATLANTA BRAVES HLD.,42.16,1.13,41.75,42.22,41.65,36709
PEPGEN INC.,8.74,10.79,8.72,8.89,8.55,36574
TORO CORP.,3.47,1.76,3.4,3.52,3.38,36552
1STDIBS.COM INC.,4.5,0.22,4.5,4.56,4.47,36463
INTCHAINS GROUP LTD.,4.4,2.8,4.24,4.49,4.24,36329
USIO INC.,1.39,1.46,1.39,1.41,1.37,36291
TWFG INC.,29.26,11.38,29.93,30.23,29.09,36232
ARROWMARK FINANCIAL,19.65,11.21,19.8,19.98,19.57,36167
ORRSTOWN FINANCIAL SERVICES,36.14,0.81,35.84,36.32,35.71,36089
SECURITY NATIONAL FINANCIAL,9.74,0.72,9.75,9.94,9.7,36075
LAVA THERAPEUTICS N.V.,1.59,13.64,1.64,1.65,1.56,36043
COLUMBIA FINANCIAL INC.,16.78,10.06,16.8,17.0,16.67,36016
DLH HOLDINGS CORP.,8.85,0.57,8.83,8.93,8.8,35932
MARIS-TECH,2.02,13.81,2.09,2.09,2.02,35887
PRIMECH HOLDINGS,0.8,11.23,0.793,0.81,0.78,35883
MKDWELL TECH INC.,1.07,10.93,1.07,1.15,1.03,35825
AUTONOMIX MEDICAL INC.,0.591,0.0,0.5902,0.6087,0.58,35822
FIRST BANK,14.98,10.07,14.96,15.08,14.77,35766
THE OLB GROUP INC.,2.3,10.43,2.37,2.64,2.26,35759
LAZYDAYS HOLDINGS INC.,1.3,10.76,1.28,1.35,1.28,35563
CITY HOLDING COMPANY,119.24,0.62,118.31,120.0,117.41,35408
VSEE HEALTH INC.,1.13,0.0,1.15,1.17,1.13,35345
HF FOODS GROUP INC.,3.57,2.29,3.46,3.65,3.35,35317
VISIONARY HOLDINGS INC.,1.6,19.09,1.72,1.74,1.55,35023
U.S. GLOBAL INVESTORS INC.,2.44,0.83,2.41,2.47,2.41,35020
ALT5 SIGMA CORP.,1.78,11.66,1.81,1.83,1.75,34805
UCLOUDLINK GROUP INC. ADS,1.24,2.48,1.21,1.29,1.21,34797
UNITED MARITIME,2.48,10.8,2.5,2.52,2.47,34785
JOHN B. SANFILIPPO & SON INC.,94.67,0.45,93.84,95.07,93.53,34734
WISEKEY INTERNATIONAL HOLDING LTD ADS,2.12,0.47,2.08,2.24,2.07,34533
LAKELAND INDUSTRIES INC.,20.0,1.78,19.66,20.15,19.65,34224
CALIFORNIA BANCORP,14.0,0.14,14.15,14.15,13.91,34193
NAUTILUS BIOTECHNOLOGY INC.,2.82,11.4,2.8,2.86,2.77,34112
DXP ENTERPRISES INC.,54.86,0.31,54.9,55.1,54.43,34102
CASTOR MARITIME INC.,4.05,10.98,4.08,4.1,4.01,34048
EKSO BIONICS HLD.,1.05,10.94,1.02,1.07,1.01,33970
FARMERS NATIONAL BANC,14.92,1.02,14.75,14.95,14.58,33887
KLOTHO NEUROSCIENCES INC.,0.4998,13.7,0.497,0.5,0.47,33874
MERCHANTS BANCORP DEPOSITARY SHARES,25.09,10.36,25.22,25.27,25.09,33786
ACTUATE THERAPEUTICS INC.,7.93,7.89,7.49,7.97,7.28,33666
NEUROPACE INC.,6.46,12.27,6.7,6.82,6.38,33573
UFP TECHNOLOGIES INC.,313.99,0.39,313.88,315.55,309.95,33560
SERA PROGNOSTICS INC.,7.16,2.29,7.01,7.28,6.99,33521
NEUROONE MEDICAL TECHNOLOGIES,0.931,1.2,0.9699,0.9799,0.931,33487
COMMUNITY TRUST BANCORP INC.,50.03,0.54,49.68,50.42,49.58,33460
AMERICAN OUTDOOR BRANDS INC.,9.1,14.61,9.3,9.69,8.73,33338
BRERA HOLDINGS PLC,0.69,7.81,0.672,0.69,0.6401,33122
ARCH CAPITAL GROUP,20.51,10.68,20.66,20.73,20.45,32878
FIFTH THIRD BANCORP DEPOSITARY SHARE RE,25.64,0.12,25.6,25.64,25.53,32853
INDAPTUS THERAPEUTICS INC.,1.23,13.15,1.39,1.39,1.19,32851
URBAN ONE INC.,1.41,3.68,1.35,1.45,1.34,32791
ROMA GREEN FINANCE,0.94,1.4,0.9003,0.94,0.9003,32722
FREQUENCY ELECTRONICS INC.,12.81,10.31,12.79,13.23,12.63,32649
STABILIS SOLUTIONS INC.,4.46,12.83,4.6,4.73,4.12,32548
CLIMB GLOBAL SOLUTIONS INC.,107.03,1.27,106.97,109.19,106.42,32517
BIOMERICA INC.,0.34,4.29,0.335,0.34,0.3132,32515
EBANG INTERNATIONAL HLD.,5.97,11.0,5.73,6.18,5.73,32477
MEDIWOUND,17.87,6.31,17.04,17.97,16.71,32475
ASSEMBLY BIOSCIENCES INC.,17.01,12.58,17.58,18.75,17.01,32406
IRIDEX CORP.,1.58,2.6,1.61,1.62,1.56,32343
REGIS CORP.,26.94,0.11,26.7,27.2,25.3,32336
YATRA ONLINE INC.,1.68,11.18,1.72,1.75,1.67,32225
NETSOL TECHNOLOGIES INC.,3.25,1.56,3.2,3.33,3.2,32217
CITI TRENDS INC.,19.21,10.83,19.4,19.48,19.07,32193
POP CULTURE GROUP CO. LTD,1.22,2.52,1.16,1.25,1.16,32146
LEE ENTERPRISES INC.,14.79,18.19,16.02,16.02,14.57,32022
RELIANCE GLOBAL GROUP INC.,2.2,3.77,2.14,2.29,2.11,31930
CASI PHARMACEUTICALS INC.,5.82,0.0,5.66,5.92,5.58,31863
MIND TECHNOLOGY INC.,3.75,0.27,3.75,3.76,3.7,31775
STREAMLINE HEALTH SOLUTIONS,2.46,4.24,2.38,2.56,2.32,31698
BLUE FOUNDRY BANCORP,10.13,1.5,9.97,10.2,9.92,31329
THE ONCOLOGY INSTITUTE INC.,0.316,0.03,0.315,0.3308,0.315,31278
FINWISE BANCORP,16.0,10.06,15.83,16.1,15.5,31080
RESEARCH SOLUTIONS INC,2.72,10.73,2.79,2.8,2.71,30979
ETERNA THERAPEUTICS INC.,1.09,7.92,1.09,1.11,1.0,30976
ORION ENERGY SYSTEMS INC.,0.86,2.02,0.85,0.8699,0.844,30969
LOTTERY.COM INC.,0.5442,2.51,0.5286,0.545,0.5286,30889
GALECTO INC.,7.05,13.03,7.17,7.39,6.81,30857
OCULIS HOLDING AG,14.6,11.95,14.98,15.2,14.5,30835
NEUROBO PHARMACEUTICALS INC.,2.54,10.78,2.49,2.63,2.44,30746
KAMADA,5.27,0.38,5.28,5.32,5.25,30738
LUMOS PHARMA INC.,3.9,2.9,3.9,4.1,3.9,30584
RAPID MICRO BIOSYSTEMS INC.,0.886,10.46,0.89,0.903,0.885,30542
ZENTEK LTD.,0.57,14.98,0.587,0.587,0.56,30499
MEIHUA INTERNATIONAL MEDICAL TECHNOLOGI,0.7549,1.81,0.7415,0.769,0.74,30343
SOUTHERN STATES BANCSHARES,30.65,2.1,30.42,30.98,30.42,30334
CRA INTERNATIONALINC.,192.22,1.48,190.4,192.99,189.99,30317
VINCI PARTNERS INVESTMENTS,10.16,0.99,10.02,10.17,10.02,30032
BRIDGELINE DIGITAL INC.,1.2,1.69,1.17,1.2,1.13,30000
CAESARSTONE,4.37,13.74,4.5,4.55,4.28,29994
AUSTRALIAN OILSEEDS HLD.,0.7799,11.32,0.781,0.781,0.7152,29942
FINANCIAL INSTITUTIONS INC.,25.54,0.12,25.31,25.77,24.98,29727
BELITE BIO INC ADS,55.8,0.87,55.0,56.5,54.57,29719
SHUTTLE PHARMACEUTICALS HLD.,1.22,8.93,1.12,1.24,1.12,29659
AYRO INC.,0.7975,0.11,0.78,0.82,0.77,29513
HUNTINGTON BANCSHARES INC.,20.19,0.0,20.16,20.27,19.87,29414
AUTOZI INTERNET TECHNOLOGY (GLOBAL),0.965,3.03,0.98,1.02,0.965,29330
KRONOS BIO INC.,0.92,10.11,0.96,0.97,0.9,29262
LEAFLY HOLDINGS INC.,1.94,12.51,2.03,2.03,1.9,29251
CNB FINANCIAL CORP.,24.05,0.08,24.0,24.24,23.8,29208
ARROW FINANCIAL,29.1,0.8,29.04,29.31,28.65,29155
IMAC HOLDINGS INC.,1.05,16.25,1.11,1.11,1.04,29127
MEDALLION FINANCIAL,8.43,1.69,8.23,8.44,8.22,29085
APTOSE BIOSCIENCES INC.,0.3796,3.72,0.37,0.38,0.365,29058
ONEWATER MARINE INC.,22.52,1.4,22.05,22.69,21.82,29036
CREATIVE MEDICAL TECHNOLOGY HLD.,4.5,5.88,4.36,4.67,4.07,29031
GREENPRO CAPITAL,0.9539,3.68,0.92,0.9601,0.9,29016
SOPHIA GENETICS SA,3.38,13.7,3.47,3.51,3.3,28893
EVOGENE,2.46,14.65,2.58,2.58,2.42,28873
TREASURE GLOBAL INC.,0.8356,2.88,0.8,0.8356,0.7802,28551
KVH INDUSTRIES INC.,5.02,0.0,4.97,5.02,4.88,28150
PARAMOUNT GLOBAL,21.85,11.04,22.08,22.08,21.76,28124
FAT BRANDS INC.,4.85,13.19,5.27,5.37,4.85,28002
NUTRIBAND INC.,8.09,2.28,7.98,8.14,7.6,27991
LESAKA TECHNOLOGIES INC.,4.96,10.8,4.94,5.01,4.81,27852
SEASTAR MEDICAL HOLDING,4.1,0.99,4.0,4.11,4.0,27789
FUEL TECH INC.,1.02,0.0,1.01,1.05,1.0,27736
DONEGAL GROUP INC.,14.6,0.14,14.51,14.63,14.41,27731
EZGO TECHNOLOGIES,1.2,14.76,1.28,1.28,1.2,27529
MEDIACO HOLDING INC.,1.16,0.0,1.11,1.2,1.11,27368
XBIOTECH INC.,7.7,3.36,7.4,7.72,7.26,27344
GAUZY,9.5,5.67,8.98,9.6,8.96,27091
THE YORK WATER CO.,36.61,0.97,36.32,36.76,36.21,27040
UNITED-GUARDIAN INC.,14.08,11.04,12.92,14.5,12.92,26922
BARINTHUS BIOTHERAPEUTICS PLC ADS,1.17,0.0,1.19,1.2,1.17,26884
NUVEEN NASDAQ 100 DYNAMIC OVERWRITE FUN,25.39,0.59,25.44,25.5,25.32,26659
FULTON FINANCIAL,20.2,2.23,19.76,20.2,19.7,26615
MONOPAR THERAPEUTICS INC.,5.39,12.0,5.37,5.59,5.32,26545
FIRST FINANCIAL,43.42,0.86,43.3,43.59,42.85,26537
TUCOWS INC.,19.46,10.56,19.6,19.7,19.17,26520
THIRD COAST BANCSHARES INC.,27.45,1.7,27.12,27.51,26.91,26489
MOTORSPORT GAMES INC.,1.21,0.83,1.31,1.31,1.19,26479
NEWTEKONE,25.23,10.04,25.22,25.24,25.1,26477
TEXAS CAPITAL BANCSHARES,21.09,0.67,20.94,21.22,20.9,26359
FORIAN INC.,2.12,12.3,2.17,2.19,2.12,26238
ELUTIA INC.,3.74,1.08,3.84,3.85,3.63,26207
MINK THERAPEUTICS INC.,0.68,1.34,0.68,0.6999,0.6681,26192
HWH INTERNATIONAL INC.,0.838,6.66,0.79,0.8526,0.79,26063
QUEST RESOURCE HOLDING,8.09,12.18,8.21,8.27,8.05,26045
LIMONEIRA CO,27.5,0.55,27.49,27.55,27.2,26029
GULF ISLAND FABRICATION INC.,5.6,0.18,5.69,5.83,5.6,25923
GAXOS.AI INC.,1.27,13.05,1.32,1.34,1.27,25881
BLACK SPADE ACQUISITION II CO ORD.,9.9,0.0,10.0,10.0,9.9,25827
CHOICEONE FINANCIAL SERVICES,30.49,10.36,30.6,30.6,30.18,25821
BANKWELL FINANCIAL GROUP INC.,29.62,12.44,30.0,30.23,29.6,25796
MANHATTAN BRIDGE CAPITAL INC,5.43,3.23,5.34,5.47,5.28,25791
TIZIANA LIFE SCIENCES LTD,0.929,11.18,0.95,0.95,0.9,25756
